Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
mRNA binding (GO:0003729)	2/263	0.9262454326865798	0.9998374240647779	0	0	0.4664480716799385	0.03573740101897576	RBFOX1;RBMS1
ubiquitin protein ligase binding (GO:0031625)	2/265	0.9281776838523268	0.9998374240647779	0	0	0.4628532605456691	0.034497423119148	SMAD2;RAD18
purine ribonucleoside triphosphate binding (GO:0035639)	4/460	0.9396849463823488	0.9998374240647779	0	0	0.5319331451657535	0.03309189252582642	DAPK2;TSSK6;TUBG1;STK4
cytokine activity (GO:0005125)	1/173	0.939876315822321	0.9998374240647779	0	0	0.35441497093023255	0.021976206014728474	WNT2
sequence-specific double-stranded DNA binding (GO:1990837)	7/712	0.9420184595153711	0.9998374240647779	0	0	0.5999819307042508	0.0358371658191457	CIITA;BASP1;BSX;TCF21;NR1D2;E2F7;CDK5RAP2
ubiquitin-like protein ligase binding (GO:0044389)	2/282	0.9427781461065241	0.9998374240647779	0	0	0.43437080161218095	0.025594990198009693	SMAD2;RAD18
double-stranded DNA binding (GO:0003690)	6/651	0.9520331048777767	0.9998374240647779	0	0	0.5620967146548542	0.027630128623811267	SMAD2;BSX;TCF21;RBMS1;NR1D2;E2F7
GTP binding (GO:0005525)	1/189	0.9536994314654166	0.9998374240647779	0	0	0.32398603723404257	0.015359114875812834	TUBG1
receptor ligand activity (GO:0048018)	2/307	0.9592315891696163	0.9998374240647779	0	0	0.3982527365229457	0.016576371294198672	SEMA7A;WNT2
endopeptidase activity (GO:0004175)	2/315	0.9634637218932944	0.9998374240647779	0	0	0.3879135076667301	0.014438313088500646	CASP6;PREP
guanyl ribonucleotide binding (GO:0032561)	1/214	0.9692302059130767	0.9998374240647779	0	0	0.28559272300469485	0.008925664986925432	TUBG1
DNA-binding transcription activator activity, RNA polymerase II-specific (GO:0001228)	2/333	0.971500514824417	0.9998374240647779	0	0	0.36647756868613207	0.010596141939670184	SMAD2;TCF21
ubiquitin protein ligase activity (GO:0061630)	1/263	0.9862068258170701	0.9998374240647779	0	0	0.23159589694656488	0.0032166779996142514	ZNRF2
ubiquitin-protein transferase activity (GO:0004842)	2/392	0.9875705387043178	0.9998374240647779	0	0	0.3100876135358894	0.0038783752926213663	ZNRF2;FBXO22
ubiquitin-like protein ligase activity (GO:0061659)	1/270	0.9877025052309343	0.9998374240647779	0	0	0.22548791821561337	0.0027901276650358596	ZNRF2
nucleoside-triphosphatase activity (GO:0017111)	1/278	0.9892148112621003	0.9998374240647779	0	0	0.21888537906137184	0.0023735428112670147	VWA8
protein homodimerization activity (GO:0042803)	4/636	0.9922116148035618	0.9998374240647779	0	0	0.3802859082378309	0.002973407247762528	QTRT2;TPM2;STK4;MYOM3
RNA binding (GO:0003723)	12/1406	0.9957903217363148	0.9998374240647779	0	0	0.5093953281051943	0.002148916744582684	RIMS1;RBFOX1;RPS4Y2;STAU1;FAM120A;ADAT1;SPATS2L;SAP18;RBMS1;NSUN6;EIF2AK4;EZR
zinc ion binding (GO:0008270)	1/336	0.9958405051720658	0.9998374240647779	0	0	0.18044776119402986	7.521368707903551E-4	GRIN2A
sequence-specific DNA binding (GO:0043565)	4/707	0.9968030113286075	0.9998374240647779	0	0	0.34060426024563495	0.0010906522933735578	BSX;TCF21;NR1D2;E2F7
RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978)	8/1149	0.9983595605920423	0.9998374240647779	0	0	0.4152626612494505	6.8177259049472E-4	SMAD2;BSX;GLIS3;TWIST1;TCF21;HNF1B;NR1D2;E2F7
transition metal ion binding (GO:0046914)	1/445	0.9993092853359801	0.9998374240647779	0	0	0.13538147522522523	9.3542279407027E-5	GRIN2A
RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977)	9/1359	0.9995594740420293	0.9998374240647779	0	0	0.39164529914529916	1.725679337092421E-4	SMAD2;BSX;GLIS3;TWIST1;TCF21;HNF1B;NR1D2;E2F7;ETV6
cis-regulatory region sequence-specific DNA binding (GO:0000987)	6/1149	0.9998374240647779	0.9998374240647779	0	0	0.3088947214931467	5.022293086251369E-5	SMAD2;BSX;GLIS3;HNF1B;NR1D2;E2F7
